date,jackpot_winner,jnum_1,jwinner_1,jnum_2,jwinner_2,jnum_3,jwinner_3,jnum_4,jwinner_4,j_amt_col,j_num_col
5/20/08,[' '],,,,,,,,,0,0
5/23/08,"[' 1  Illinois', ' 1  New York']",1,IL,1,NY,,,,,17000000,2
5/27/08,[' '],,,,,,,,,0,0
5/30/08,[' '],,,,,,,,,0,0
6/3/08,[' '],,,,,,,,,0,0
6/6/08,[' '],,,,,,,,,0,0
6/10/08,[' '],,,,,,,,,0,0
6/13/08,[' 1  Michigan'],1,MI,,,,,,,56000000,1
6/17/08,[' '],,,,,,,,,0,0
6/20/08,[' '],,,,,,,,,0,0
6/24/08,[' '],,,,,,,,,0,0
6/27/08,[' '],,,,,,,,,0,0
7/1/08,[' '],,,,,,,,,0,0
7/4/08,[' '],,,,,,,,,0,0
7/8/08,[' '],,,,,,,,,0,0
7/11/08,[' '],,,,,,,,,0,0
7/15/08,[' '],,,,,,,,,0,0
7/18/08,[' '],,,,,,,,,0,0
7/22/08,[' 1  New Jersey'],1,NJ,,,,,,,125000000,1
7/25/08,[' '],,,,,,,,,0,0
7/29/08,[' '],,,,,,,,,0,0
8/1/08,[' '],,,,,,,,,0,0
8/5/08,[' '],,,,,,,,,0,0
8/8/08,[' '],,,,,,,,,0,0
8/12/08,[' '],,,,,,,,,0,0
8/15/08,[' '],,,,,,,,,0,0
8/19/08,[' '],,,,,,,,,0,0
8/22/08,[' '],,,,,,,,,0,0
8/26/08,[' '],,,,,,,,,0,0
8/29/08,[' 1  Georgia'],1,GA,,,,,,,132000000,1
9/2/08,[' '],,,,,,,,,0,0
9/5/08,[' '],,,,,,,,,0,0
9/9/08,[' 1  Maryland'],1,MD,,,,,,,24000000,1
9/12/08,[' '],,,,,,,,,0,0
9/16/08,[' 1  Ohio'],1,OH,,,,,,,15000000,1
9/19/08,[' '],,,,,,,,,0,0
9/23/08,[' '],,,,,,,,,0,0
9/26/08,[' '],,,,,,,,,0,0
9/30/08,[' '],,,,,,,,,0,0
10/3/08,[' 1  Michigan'],1,MI,,,,,,,42000000,1
10/7/08,[' '],,,,,,,,,0,0
10/10/08,[' '],,,,,,,,,0,0
10/14/08,[' '],,,,,,,,,0,0
10/17/08,[' '],,,,,,,,,0,0
10/21/08,[' 1  Georgia'],1,GA,,,,,,,42000000,1
10/24/08,[' '],,,,,,,,,0,0
10/28/08,[' '],,,,,,,,,0,0
10/31/08,[' '],,,,,,,,,0,0
11/4/08,[' '],,,,,,,,,0,0
11/7/08,[' '],,,,,,,,,0,0
11/11/08,[' '],,,,,,,,,0,0
11/14/08,[' '],,,,,,,,,0,0
11/18/08,[' '],,,,,,,,,0,0
11/21/08,[' '],,,,,,,,,0,0
11/25/08,[' '],,,,,,,,,0,0
11/28/08,[' '],,,,,,,,,0,0
12/2/08,[' '],,,,,,,,,0,0
12/5/08,[' '],,,,,,,,,0,0
12/9/08,[' '],,,,,,,,,0,0
12/12/08,[' 1  Ohio'],1,OH,,,,,,,207000000,1
12/16/08,[' '],,,,,,,,,0,0
12/19/08,[' '],,,,,,,,,0,0
12/23/08,[' '],,,,,,,,,0,0
12/26/08,[' '],,,,,,,,,0,0
12/30/08,[' '],,,,,,,,,0,0
1/2/09,[' 1  California'],1,CA,,,,,,,46000000,1
1/6/09,[' '],,,,,,,,,0,0
1/9/09,[' '],,,,,,,,,0,0
1/13/09,[' 1  New York'],1,NY,,,,,,,22000000,1
1/16/09,[' '],,,,,,,,,0,0
1/20/09,[' '],,,,,,,,,0,0
1/23/09,[' '],,,,,,,,,0,0
1/27/09,[' '],,,,,,,,,0,0
1/30/09,[' '],,,,,,,,,0,0
2/3/09,[' '],,,,,,,,,0,0
2/6/09,[' '],,,,,,,,,0,0
2/10/09,[' '],,,,,,,,,0,0
2/13/09,[' '],,,,,,,,,0,0
2/17/09,[' '],,,,,,,,,0,0
2/20/09,[' '],,,,,,,,,0,0
2/24/09,[' '],,,,,,,,,0,0
2/27/09,[' '],,,,,,,,,0,0
3/3/09,[' 1  New Jersey'],1,NJ,,,,,,,212000000,1
3/6/09,[' '],,,,,,,,,0,0
3/10/09,[' '],,,,,,,,,0,0
3/13/09,[' 1  New York'],1,NY,,,,,,,26000000,1
3/17/09,[' '],,,,,,,,,0,0
3/20/09,[' '],,,,,,,,,0,0
3/24/09,[' '],,,,,,,,,0,0
3/27/09,[' '],,,,,,,,,0,0
3/31/09,[' '],,,,,,,,,0,0
4/3/09,[' '],,,,,,,,,0,0
4/7/09,[' '],,,,,,,,,0,0
4/10/09,[' '],,,,,,,,,0,0
4/14/09,[' '],,,,,,,,,0,0
4/17/09,[' '],,,,,,,,,0,0
4/21/09,[' '],,,,,,,,,0,0
4/24/09,[' '],,,,,,,,,0,0
4/28/09,[' '],,,,,,,,,0,0
5/1/09,"[' 1  California', ' 1  Ohio', ' 1  Virginia']",1,CA,1,OH,1,VA,,,225000000,3
5/5/09,[' '],,,,,,,,,0,0
5/8/09,[' '],,,,,,,,,0,0
5/12/09,[' '],,,,,,,,,0,0
5/15/09,"[' 1  California', ' 1  Virginia']",1,CA,1,VA,,,,,38000000,2
5/19/09,[' '],,,,,,,,,0,0
5/22/09,[' '],,,,,,,,,0,0
5/26/09,[' '],,,,,,,,,0,0
5/29/09,[' 1  New York'],1,NY,,,,,,,35000000,1
6/2/09,[' '],,,,,,,,,0,0
6/5/09,[' '],,,,,,,,,0,0
6/9/09,[' '],,,,,,,,,0,0
6/12/09,[' '],,,,,,,,,0,0
6/16/09,[' '],,,,,,,,,0,0
6/19/09,[' '],,,,,,,,,0,0
6/23/09,[' '],,,,,,,,,0,0
6/26/09,[' '],,,,,,,,,0,0
6/30/09,[' '],,,,,,,,,0,0
7/3/09,[' '],,,,,,,,,0,0
7/7/09,[' 1  New York'],1,NY,,,,,,,133000000,1
7/10/09,[' '],,,,,,,,,0,0
7/14/09,[' '],,,,,,,,,0,0
7/17/09,[' '],,,,,,,,,0,0
7/21/09,[' '],,,,,,,,,0,0
7/24/09,[' '],,,,,,,,,0,0
7/28/09,[' '],,,,,,,,,0,0
7/31/09,[' '],,,,,,,,,0,0
8/4/09,[' '],,,,,,,,,0,0
8/7/09,[' '],,,,,,,,,0,0
8/11/09,[' '],,,,,,,,,0,0
8/14/09,[' '],,,,,,,,,0,0
8/18/09,[' '],,,,,,,,,0,0
8/21/09,[' '],,,,,,,,,0,0
8/25/09,[' '],,,,,,,,,0,0
8/28/09,"[' 1  California', ' 1  New York']",1,CA,1,NY,,,,,336000000,2
9/1/09,[' 1  Georgia'],1,GA,,,,,,,12000000,1
9/4/09,[' '],,,,,,,,,0,0
9/8/09,[' '],,,,,,,,,0,0
9/11/09,[' '],,,,,,,,,0,0
9/15/09,[' '],,,,,,,,,0,0
9/18/09,[' '],,,,,,,,,0,0
9/22/09,[' '],,,,,,,,,0,0
9/25/09,[' '],,,,,,,,,0,0
9/29/09,[' '],,,,,,,,,0,0
10/2/09,[' '],,,,,,,,,0,0
10/6/09,[' '],,,,,,,,,0,0
10/9/09,[' '],,,,,,,,,0,0
10/13/09,[' '],,,,,,,,,0,0
10/16/09,[' 1  Virginia'],1,VA,,,,,,,200000000,1
10/20/09,[' '],,,,,,,,,0,0
10/23/09,[' '],,,,,,,,,0,0
10/27/09,[' '],,,,,,,,,0,0
10/30/09,[' '],,,,,,,,,0,0
11/3/09,[' '],,,,,,,,,0,0
11/6/09,[' '],,,,,,,,,0,0
11/10/09,"[' 1  California', ' 1  New Jersey']",1,CA,1,NJ,,,,,77000000,2
11/13/09,[' '],,,,,,,,,0,0
11/17/09,[' '],,,,,,,,,0,0
11/20/09,[' '],,,,,,,,,0,0
11/24/09,[' '],,,,,,,,,0,0
11/27/09,[' '],,,,,,,,,0,0
12/1/09,[' '],,,,,,,,,0,0
12/4/09,[' '],,,,,,,,,0,0
12/8/09,[' '],,,,,,,,,0,0
12/11/09,[' '],,,,,,,,,0,0
12/15/09,[' '],,,,,,,,,0,0
12/18/09,[' '],,,,,,,,,0,0
12/22/09,[' 1  New York'],1,NY,,,,,,,162000000,1
12/25/09,[' '],,,,,,,,,0,0
12/29/09,[' '],,,,,,,,,0,0
1/1/10,[' '],,,,,,,,,0,0
1/5/10,[' '],,,,,,,,,0,0
1/8/10,[' '],,,,,,,,,0,0
1/12/10,[' '],,,,,,,,,0,0
1/15/10,[' '],,,,,,,,,0,0
1/19/10,[' '],,,,,,,,,0,0
1/22/10,[' '],,,,,,,,,0,0
1/26/10,[' '],,,,,,,,,0,0
1/29/10,[' 1  Texas'],1,TX,,,,,,,144000000,1
2/2/10,[' '],,,,,,,,,0,0
2/5/10,[' '],,,,,,,,,0,0
2/9/10,[' '],,,,,,,,,0,0
2/12/10,[' '],,,,,,,,,0,0
2/16/10,[' '],,,,,,,,,0,0
2/19/10,[' '],,,,,,,,,0,0
2/23/10,[' '],,,,,,,,,0,0
2/26/10,[' '],,,,,,,,,0,0
3/2/10,[' '],,,,,,,,,0,0
3/5/10,[' 1  California'],1,CA,,,,,,,133000000,1
3/9/10,[' '],,,,,,,,,0,0
3/12/10,[' 1  Illinois'],1,IL,,,,,,,20000000,1
3/16/10,[' '],,,,,,,,,0,0
3/19/10,[' '],,,,,,,,,0,0
3/23/10,[' '],,,,,,,,,0,0
3/26/10,[' '],,,,,,,,,0,0
3/30/10,[' '],,,,,,,,,0,0
4/2/10,[' '],,,,,,,,,0,0
4/6/10,[' '],,,,,,,,,0,0
4/9/10,[' '],,,,,,,,,0,0
4/13/10,[' '],,,,,,,,,0,0
4/16/10,[' '],,,,,,,,,0,0
4/20/10,[' '],,,,,,,,,0,0
4/23/10,[' '],,,,,,,,,0,0
4/27/10,[' '],,,,,,,,,0,0
4/30/10,[' '],,,,,,,,,0,0
5/4/10,[' 1  California'],1,CA,,,,,,,266000000,1
5/7/10,[' '],,,,,,,,,0,0
5/11/10,[' '],,,,,,,,,0,0
5/14/10,[' '],,,,,,,,,0,0
5/18/10,[' '],,,,,,,,,0,0
5/21/10,[' '],,,,,,,,,0,0
5/25/10,[' 1  New York'],1,NY,,,,,,,64000000,1
5/28/10,[' 1  North Carolina'],1,NC,,,,,,,12000000,1
6/1/10,[' '],,,,,,,,,0,0
6/4/10,[' '],,,,,,,,,0,0
6/8/10,[' '],,,,,,,,,0,0
6/11/10,[' 1  Michigan'],1,MI,,,,,,,36000000,1
6/15/10,[' '],,,,,,,,,0,0
6/18/10,[' '],,,,,,,,,0,0
6/22/10,[' 1  New York'],1,NY,,,,,,,26000000,1
6/25/10,[' '],,,,,,,,,0,0
6/29/10,[' '],,,,,,,,,0,0
7/2/10,[' '],,,,,,,,,0,0
7/6/10,[' '],,,,,,,,,0,0
7/9/10,[' '],,,,,,,,,0,0
7/13/10,[' '],,,,,,,,,0,0
7/16/10,[' 1  California'],1,CA,,,,,,,64000000,1
7/20/10,[' '],,,,,,,,,0,0
7/23/10,[' '],,,,,,,,,0,0
7/27/10,[' '],,,,,,,,,0,0
7/30/10,[' '],,,,,,,,,0,0
8/3/10,[' '],,,,,,,,,0,0
8/6/10,[' '],,,,,,,,,0,0
8/10/10,[' '],,,,,,,,,0,0
8/13/10,[' '],,,,,,,,,0,0
8/17/10,[' '],,,,,,,,,0,0
8/20/10,[' '],,,,,,,,,0,0
8/24/10,[' '],,,,,,,,,0,0
8/27/10,[' 1  California'],1,CA,,,,,,,133000000,1
8/31/10,[' '],,,,,,,,,0,0
9/3/10,[' '],,,,,,,,,0,0
9/7/10,[' '],,,,,,,,,0,0
9/10/10,[' '],,,,,,,,,0,0
9/14/10,[' '],,,,,,,,,0,0
9/17/10,[' 1  New York'],1,NY,,,,,,,54000000,1
9/21/10,[' '],,,,,,,,,0,0
9/24/10,[' '],,,,,,,,,0,0
9/28/10,[' '],,,,,,,,,0,0
10/1/10,[' '],,,,,,,,,0,0
10/5/10,[' '],,,,,,,,,0,0
10/8/10,[' '],,,,,,,,,0,0
10/12/10,[' '],,,,,,,,,0,0
10/15/10,[' '],,,,,,,,,0,0
10/19/10,[' '],,,,,,,,,0,0
10/22/10,[' '],,,,,,,,,0,0
10/26/10,[' '],,,,,,,,,0,0
10/29/10,[' 1  Michigan'],1,MI,,,,,,,140000000,1
11/2/10,[' '],,,,,,,,,0,0
11/5/10,[' '],,,,,,,,,0,0
11/9/10,[' 1  Ohio'],1,OH,,,,,,,25000000,1
11/12/10,[' '],,,,,,,,,0,0
11/16/10,[' '],,,,,,,,,0,0
11/19/10,[' '],,,,,,,,,0,0
11/23/10,[' '],,,,,,,,,0,0
11/26/10,[' '],,,,,,,,,0,0
11/30/10,[' '],,,,,,,,,0,0
12/3/10,[' '],,,,,,,,,0,0
12/7/10,[' '],,,,,,,,,0,0
12/10/10,[' '],,,,,,,,,0,0
12/14/10,[' '],,,,,,,,,0,0
12/17/10,[' '],,,,,,,,,0,0
12/21/10,[' '],,,,,,,,,0,0
12/24/10,[' '],,,,,,,,,0,0
12/28/10,[' '],,,,,,,,,0,0
12/31/10,[' '],,,,,,,,,0,0
1/4/11,"[' 1  Idaho', ' 1  Washington']",1,ID,1,WA,,,,,380000000,2
1/7/11,[' '],,,,,,,,,0,0
1/11/11,[' '],,,,,,,,,0,0
1/14/11,[' '],,,,,,,,,0,0
1/18/11,[' '],,,,,,,,,0,0
1/21/11,[' '],,,,,,,,,0,0
1/25/11,[' '],,,,,,,,,0,0
1/28/11,[' '],,,,,,,,,0,0
2/1/11,"[' 1  Indiana', ' 1  Michigan']",1,IN,1,MI,,,,,91000000,2
2/4/11,[' '],,,,,,,,,0,0
2/8/11,[' '],,,,,,,,,0,0
2/11/11,[' '],,,,,,,,,0,0
2/15/11,[' '],,,,,,,,,0,0
2/18/11,[' '],,,,,,,,,0,0
2/22/11,[' '],,,,,,,,,0,0
2/25/11,[' '],,,,,,,,,0,0
3/1/11,[' '],,,,,,,,,0,0
3/4/11,[' '],,,,,,,,,0,0
3/8/11,[' '],,,,,,,,,0,0
3/11/11,[' '],,,,,,,,,0,0
3/15/11,[' '],,,,,,,,,0,0
3/18/11,[' '],,,,,,,,,0,0
3/22/11,[' '],,,,,,,,,0,0
3/25/11,[' 1  New York'],1,NY,,,,,,,319000000,1
3/29/11,[' '],,,,,,,,,0,0
4/1/11,[' '],,,,,,,,,0,0
4/5/11,[' '],,,,,,,,,0,0
4/8/11,[' '],,,,,,,,,0,0
4/12/11,[' '],,,,,,,,,0,0
4/15/11,[' 1  New York'],1,NY,,,,,,,72000000,1
4/19/11,[' '],,,,,,,,,0,0
4/22/11,[' '],,,,,,,,,0,0
4/26/11,[' '],,,,,,,,,0,0
4/29/11,[' '],,,,,,,,,0,0
5/3/11,[' 1  California'],1,CA,,,,,,,51000000,1
5/6/11,[' '],,,,,,,,,0,0
5/10/11,[' '],,,,,,,,,0,0
5/13/11,[' 1  Michigan'],1,MI,,,,,,,27000000,1
5/17/11,[' '],,,,,,,,,0,0
5/20/11,[' '],,,,,,,,,0,0
5/24/11,[' '],,,,,,,,,0,0
5/27/11,[' 1  Texas'],1,TX,,,,,,,35000000,1
5/31/11,[' '],,,,,,,,,0,0
6/3/11,[' '],,,,,,,,,0,0
6/7/11,[' '],,,,,,,,,0,0
6/10/11,[' '],,,,,,,,,0,0
6/14/11,[' '],,,,,,,,,0,0
6/17/11,[' '],,,,,,,,,0,0
6/21/11,[' '],,,,,,,,,0,0
6/24/11,[' '],,,,,,,,,0,0
6/28/11,[' '],,,,,,,,,0,0
7/1/11,[' 1  Virginia'],1,VA,,,,,,,105000000,1
7/5/11,[' '],,,,,,,,,0,0
7/8/11,[' '],,,,,,,,,0,0
7/12/11,[' '],,,,,,,,,0,0
7/15/11,[' '],,,,,,,,,0,0
7/19/11,[' '],,,,,,,,,0,0
7/22/11,[' '],,,,,,,,,0,0
7/26/11,[' '],,,,,,,,,0,0
7/29/11,[' '],,,,,,,,,0,0
8/2/11,[' '],,,,,,,,,0,0
8/5/11,[' 1  Ohio'],1,OH,,,,,,,99000000,1
8/9/11,[' '],,,,,,,,,0,0
8/12/11,[' '],,,,,,,,,0,0
8/16/11,[' '],,,,,,,,,0,0
8/19/11,[' 1  Massachusetts'],1,MA,,,,,,,32000000,1
8/23/11,[' '],,,,,,,,,0,0
8/26/11,[' '],,,,,,,,,0,0
8/30/11,[' '],,,,,,,,,0,0
9/2/11,[' '],,,,,,,,,0,0
9/6/11,[' '],,,,,,,,,0,0
9/9/11,[' '],,,,,,,,,0,0
9/13/11,[' '],,,,,,,,,0,0
9/16/11,[' '],,,,,,,,,0,0
9/20/11,[' '],,,,,,,,,0,0
9/23/11,[' '],,,,,,,,,0,0
9/27/11,[' '],,,,,,,,,0,0
9/30/11,"[' 1  California', ' 1  North Carolina']",1,CA,1,NC,,,,,113000000,2
10/4/11,[' '],,,,,,,,,0,0
10/7/11,[' '],,,,,,,,,0,0
10/11/11,[' '],,,,,,,,,0,0
10/14/11,[' '],,,,,,,,,0,0
10/18/11,[' '],,,,,,,,,0,0
10/21/11,[' '],,,,,,,,,0,0
10/25/11,[' '],,,,,,,,,0,0
10/28/11,[' '],,,,,,,,,0,0
11/1/11,[' 1  California'],1,CA,,,,,,,78000000,1
11/4/11,[' '],,,,,,,,,0,0
11/8/11,[' '],,,,,,,,,0,0
11/11/11,[' '],,,,,,,,,0,0
11/15/11,[' '],,,,,,,,,0,0
11/18/11,[' '],,,,,,,,,0,0
11/22/11,[' '],,,,,,,,,0,0
11/25/11,[' '],,,,,,,,,0,0
11/29/11,[' '],,,,,,,,,0,0
12/2/11,[' '],,,,,,,,,0,0
12/6/11,[' '],,,,,,,,,0,0
12/9/11,[' '],,,,,,,,,0,0
12/13/11,[' '],,,,,,,,,0,0
12/16/11,[' '],,,,,,,,,0,0
12/20/11,[' '],,,,,,,,,0,0
12/23/11,[' '],,,,,,,,,0,0
12/27/11,[' 1  New York'],1,NY,,,,,,,206000000,1
12/30/11,[' '],,,,,,,,,0,0
1/3/12,[' '],,,,,,,,,0,0
1/6/12,[' '],,,,,,,,,0,0
1/10/12,[' '],,,,,,,,,0,0
1/13/12,[' '],,,,,,,,,0,0
1/17/12,[' '],,,,,,,,,0,0
1/20/12,[' '],,,,,,,,,0,0
1/24/12,[' 1  Georgia'],1,GA,,,,,,,71000000,1
1/27/12,[' '],,,,,,,,,0,0
1/31/12,[' '],,,,,,,,,0,0
2/3/12,[' '],,,,,,,,,0,0
2/7/12,[' '],,,,,,,,,0,0
2/10/12,[' '],,,,,,,,,0,0
2/14/12,[' '],,,,,,,,,0,0
2/17/12,[' '],,,,,,,,,0,0
2/21/12,[' '],,,,,,,,,0,0
2/24/12,[' '],,,,,,,,,0,0
2/28/12,[' '],,,,,,,,,0,0
3/2/12,[' '],,,,,,,,,0,0
3/6/12,[' '],,,,,,,,,0,0
3/9/12,[' '],,,,,,,,,0,0
3/13/12,[' '],,,,,,,,,0,0
3/16/12,[' '],,,,,,,,,0,0
3/20/12,[' '],,,,,,,,,0,0
3/23/12,[' '],,,,,,,,,0,0
3/27/12,[' '],,,,,,,,,0,0
3/30/12,"[' 1  Illinois', ' 1  Kansas', ' 1  Maryland']",1,IL,1,KS,1,MD,,,656000000,3
4/3/12,[' '],,,,,,,,,0,0
4/6/12,[' '],,,,,,,,,0,0
4/10/12,[' '],,,,,,,,,0,0
4/13/12,[' '],,,,,,,,,0,0
4/17/12,[' '],,,,,,,,,0,0
4/20/12,[' '],,,,,,,,,0,0
4/24/12,[' '],,,,,,,,,0,0
4/27/12,[' '],,,,,,,,,0,0
5/1/12,[' '],,,,,,,,,0,0
5/4/12,[' 1  Illinois'],1,IL,,,,,,,118000000,1
5/8/12,[' '],,,,,,,,,0,0
5/11/12,[' '],,,,,,,,,0,0
5/15/12,[' 1  California'],1,CA,,,,,,,25000000,1
5/18/12,[' '],,,,,,,,,0,0
5/22/12,[' '],,,,,,,,,0,0
5/25/12,[' '],,,,,,,,,0,0
5/29/12,[' 1  California'],1,CA,,,,,,,32000000,1
6/1/12,[' '],,,,,,,,,0,0
6/5/12,[' '],,,,,,,,,0,0
6/8/12,[' '],,,,,,,,,0,0
6/12/12,[' '],,,,,,,,,0,0
6/15/12,[' '],,,,,,,,,0,0
6/19/12,[' '],,,,,,,,,0,0
6/22/12,[' '],,,,,,,,,0,0
6/26/12,[' '],,,,,,,,,0,0
6/29/12,[' '],,,,,,,,,0,0
7/3/12,[' 1  New York'],1,NY,,,,,,,86000000,1
7/6/12,[' '],,,,,,,,,0,0
7/10/12,[' '],,,,,,,,,0,0
7/13/12,[' '],,,,,,,,,0,0
7/17/12,[' '],,,,,,,,,0,0
7/20/12,[' '],,,,,,,,,0,0
7/24/12,[' '],,,,,,,,,0,0
7/27/12,[' 1  California'],1,CA,,,,,,,52000000,1
7/31/12,[' '],,,,,,,,,0,0
8/3/12,[' '],,,,,,,,,0,0
8/7/12,[' '],,,,,,,,,0,0
8/10/12,[' '],,,,,,,,,0,0
8/14/12,[' '],,,,,,,,,0,0
8/17/12,[' '],,,,,,,,,0,0
8/21/12,[' '],,,,,,,,,0,0
8/24/12,[' '],,,,,,,,,0,0
8/28/12,[' '],,,,,,,,,0,0
8/31/12,[' '],,,,,,,,,0,0
9/4/12,[' '],,,,,,,,,0,0
9/7/12,[' '],,,,,,,,,0,0
9/11/12,[' 1  California'],1,CA,,,,,,,120000000,1
9/14/12,[' '],,,,,,,,,0,0
9/18/12,[' 1  New York'],1,NY,,,,,,,15000000,1
9/21/12,[' '],,,,,,,,,0,0
9/25/12,[' '],,,,,,,,,0,0
9/28/12,[' '],,,,,,,,,0,0
10/2/12,[' '],,,,,,,,,0,0
10/5/12,[' '],,,,,,,,,0,0
10/9/12,[' '],,,,,,,,,0,0
10/12/12,[' '],,,,,,,,,0,0
10/16/12,"[' 1  California', ' 1  Massachusetts']",1,CA,1,MA,,,,,61000000,2
10/19/12,[' '],,,,,,,,,0,0
10/23/12,[' '],,,,,,,,,0,0
10/26/12,[' '],,,,,,,,,0,0
10/30/12,[' '],,,,,,,,,0,0
11/2/12,[' 1  New York'],1,NY,,,,,,,32000000,1
11/6/12,[' '],,,,,,,,,0,0
11/9/12,[' '],,,,,,,,,0,0
11/13/12,[' '],,,,,,,,,0,0
11/16/12,[' '],,,,,,,,,0,0
11/20/12,[' '],,,,,,,,,0,0
11/23/12,[' '],,,,,,,,,0,0
11/27/12,[' 1  Georgia'],1,GA,,,,,,,50000000,1
11/30/12,[' '],,,,,,,,,0,0
12/4/12,[' '],,,,,,,,,0,0
12/7/12,[' '],,,,,,,,,0,0
12/11/12,[' '],,,,,,,,,0,0
12/14/12,[' 1  California'],1,CA,,,,,,,35000000,1
12/18/12,[' '],,,,,,,,,0,0
12/21/12,[' '],,,,,,,,,0,0
12/25/12,[' '],,,,,,,,,0,0
12/28/12,[' '],,,,,,,,,0,0
1/1/13,[' '],,,,,,,,,0,0
1/4/13,[' '],,,,,,,,,0,0
1/8/13,[' '],,,,,,,,,0,0
1/11/13,[' '],,,,,,,,,0,0
1/15/13,[' '],,,,,,,,,0,0
1/18/13,[' '],,,,,,,,,0,0
1/22/13,[' '],,,,,,,,,0,0
1/25/13,[' 1  New Jersey'],1,NJ,,,,,,,89000000,1
1/29/13,[' '],,,,,,,,,0,0
2/1/13,[' '],,,,,,,,,0,0
2/5/13,[' 1  Michigan'],1,MI,,,,,,,19000000,1
2/8/13,[' '],,,,,,,,,0,0
2/12/13,[' '],,,,,,,,,0,0
2/15/13,[' '],,,,,,,,,0,0
2/19/13,[' 1  Maryland'],1,MD,,,,,,,26000000,1
2/22/13,[' '],,,,,,,,,0,0
2/26/13,[' '],,,,,,,,,0,0
3/1/13,[' '],,,,,,,,,0,0
3/5/13,[' '],,,,,,,,,0,0
3/8/13,[' '],,,,,,,,,0,0
3/12/13,[' 1  Ohio'],1,OH,,,,,,,41000000,1
3/15/13,[' '],,,,,,,,,0,0
3/19/13,[' '],,,,,,,,,0,0
3/22/13,[' '],,,,,,,,,0,0
3/26/13,[' '],,,,,,,,,0,0
3/29/13,[' '],,,,,,,,,0,0
4/2/13,[' '],,,,,,,,,0,0
4/5/13,[' '],,,,,,,,,0,0
4/9/13,[' '],,,,,,,,,0,0
4/12/13,[' '],,,,,,,,,0,0
4/16/13,[' '],,,,,,,,,0,0
4/19/13,[' '],,,,,,,,,0,0
4/23/13,[' '],,,,,,,,,0,0
4/26/13,[' '],,,,,,,,,0,0
4/30/13,[' '],,,,,,,,,0,0
5/3/13,[' '],,,,,,,,,0,0
5/7/13,[' '],,,,,,,,,0,0
5/10/13,[' '],,,,,,,,,0,0
5/14/13,[' '],,,,,,,,,0,0
5/17/13,"[' 1  New Jersey', ' 1  Virginia']",1,NJ,1,VA,,,,,190000000,2
5/21/13,[' '],,,,,,,,,0,0
5/24/13,[' '],,,,,,,,,0,0
5/28/13,[' '],,,,,,,,,0,0
